ScenID;Year;IntRate
3;18;0,01
3;19;0,01
3;20;0,01
3;21;0,01
3;22;0,01
3;23;0,01
3;24;0,01
3;25;0,01
3;26;0,01
3;27;0,01
3;28;0,01
3;29;0,01
3;30;0,01
3;31;0,01
3;32;0,01
3;33;0,01
3;34;0,01
3;35;0,01
3;36;0,01
3;37;0,01
3;38;0,01
3;39;0,01
3;40;0,01
3;41;0,01
3;42;0,01
3;43;0,01
3;44;0,01
3;45;0,01
3;46;0,01
3;47;0,01
3;48;0,01
3;49;0,01
3;50;0,01
3;51;0,01
3;52;0,01
3;53;0,01
3;54;0,01
3;55;0,01
3;56;0,01
3;57;0,01
3;58;0,01
3;59;0,01
3;60;0,01
3;61;0,01
3;62;0,01
3;63;0,01
3;64;0,01
3;65;0,01
3;66;0,01
3;67;0,01
3;68;0,01
3;69;0,01
3;70;0,01
3;71;0,01
3;72;0,01
3;73;0,01
3;74;0,01
3;75;0,01
3;76;0,01
3;77;0,01
3;78;0,01
3;79;0,01
3;80;0,01
3;81;0,01
3;82;0,01
3;83;0,01
3;84;0,01
3;85;0,01
3;86;0,01
3;87;0,01
3;88;0,01
3;89;0,01
3;90;0,01
3;91;0,01
3;92;0,01
3;93;0,01
3;94;0,01
3;95;0,01
3;96;0,01
3;97;0,01
3;98;0,01
3;99;0,01
3;100;0,01
3;101;0,01
3;102;0,01
3;103;0,01
3;104;0,01
3;105;0,01
3;106;0,01
3;107;0,01
3;108;0,01
3;109;0,01
3;110;0,01
3;111;0,01
3;112;0,01
3;113;0,01
3;114;0,01
3;115;0,01
3;116;0,01
3;117;0,01
3;118;0,01
3;119;0,01
3;120;0,01
3;121;0,01
3;122;0,01
3;123;0,01
3;124;0,01
3;125;0,01
3;126;0,01
3;127;0,01
3;128;0,01
3;129;0,01
3;130;0,01
3;131;0,01
3;132;0,01
3;133;0,01
3;134;0,01
3;135;0,01
3;136;0,01
3;137;0,01
3;138;0,01
3;139;0,01
3;140;0,01
3;141;0,01
3;142;0,01
3;143;0,01
3;144;0,01
3;145;0,01
3;146;0,01
3;147;0,01
3;148;0,01
3;149;0,01
3;150;0,01
4;0;0,01
4;1;0,011
4;2;0,012
4;3;0,013
4;4;0,014
4;5;0,015
4;6;0,015
4;7;0,015
4;8;0,015
4;9;0,015
4;10;0,015
4;11;0,015
4;12;0,015
4;13;0,015
4;14;0,015
4;15;0,015
4;16;0,015
4;17;0,015
4;18;0,015
4;19;0,015
4;20;0,015
4;21;0,015
4;22;0,015
4;23;0,015
4;24;0,015
4;25;0,015
4;26;0,015
4;27;0,015
4;28;0,015
4;29;0,015
4;30;0,015
4;31;0,015
4;32;0,015
4;33;0,015
4;34;0,015
4;35;0,015
4;36;0,015
4;37;0,015
4;38;0,015
4;39;0,015
4;40;0,015
4;41;0,015
4;42;0,015
4;43;0,015
4;44;0,015
4;45;0,015
4;46;0,015
4;47;0,015
4;48;0,015
4;49;0,015
4;50;0,015
4;51;0,015
4;52;0,015
4;53;0,015
4;54;0,015
4;55;0,015
4;56;0,015
4;57;0,015
4;58;0,015
4;59;0,015
4;60;0,015
4;61;0,015
4;62;0,015
4;63;0,015
4;64;0,015
4;65;0,015
4;66;0,015
4;67;0,015
4;68;0,015
4;69;0,015
4;70;0,015
4;71;0,015
4;72;0,015
4;73;0,015
4;74;0,015
4;75;0,015
4;76;0,015
4;77;0,015
4;78;0,015
4;79;0,015
4;80;0,015
4;81;0,015
4;82;0,015
4;83;0,015
4;84;0,015
4;85;0,015
4;86;0,015
4;87;0,015
4;88;0,015
4;89;0,015
4;90;0,015
4;91;0,015
4;92;0,015
4;93;0,015
4;94;0,015
4;95;0,015
4;96;0,015
4;97;0,015
4;98;0,015
4;99;0,015
4;100;0,015
4;101;0,015
4;102;0,015
4;103;0,015
4;104;0,015
4;105;0,015
4;106;0,015
4;107;0,015
4;108;0,015
4;109;0,015
4;110;0,015
4;111;0,015
4;112;0,015
4;113;0,015
4;114;0,015
4;115;0,015
4;116;0,015
4;117;0,015
4;118;0,015
4;119;0,015
4;120;0,015
4;121;0,015
4;122;0,015
4;123;0,015
4;124;0,015
4;125;0,015
4;126;0,015
4;127;0,015
4;128;0,015
4;129;0,015
4;130;0,015
4;131;0,015
4;132;0,015
4;133;0,015
4;134;0,015
4;135;0,015
4;136;0,015
4;137;0,015
4;138;0,015
4;139;0,015
4;140;0,015
4;141;0,015
4;142;0,015
4;143;0,015
4;144;0,015
4;145;0,015
4;146;0,015
4;147;0,015
4;148;0,015
4;149;0,015
4;150;0,015
5;0;0,03
5;1;0,03
5;2;0,03
5;3;0,03
5;4;0,03
5;5;0,03
5;6;0,03
5;7;0,03
5;8;0,03
5;9;0,03
5;10;0,03
5;11;0,03
5;12;0,03
5;13;0,03
5;14;0,03
5;15;0,03
5;16;0,03
5;17;0,03
5;18;0,03
5;19;0,03
5;20;0,03
5;21;0,03
5;22;0,03
5;23;0,03
5;24;0,03
5;25;0,03
5;26;0,03
5;27;0,03
5;28;0,03
5;29;0,03
5;30;0,03
5;31;0,03
5;32;0,03
5;33;0,03
5;34;0,03
5;35;0,03
5;36;0,03
5;37;0,03
5;38;0,03
5;39;0,03
5;40;0,03
5;41;0,03
5;42;0,03
5;43;0,03
5;44;0,03
5;45;0,03
5;46;0,03
5;47;0,03
5;48;0,03
5;49;0,03
5;50;0,03
5;51;0,03
5;52;0,03
5;53;0,03
5;54;0,03
5;55;0,03
5;56;0,03
5;57;0,03
5;58;0,03
5;59;0,03
5;60;0,03
5;61;0,03
5;62;0,03
5;63;0,03
5;64;0,03
5;65;0,03
5;66;0,03
5;67;0,03
5;68;0,03
5;69;0,03
5;70;0,03
5;71;0,03
5;72;0,03
5;73;0,03
5;74;0,03
5;75;0,03
5;76;0,03
5;77;0,03
5;78;0,03
5;79;0,03
5;80;0,03
5;81;0,03
5;82;0,03
5;83;0,03
5;84;0,03
5;85;0,03
5;86;0,03
5;87;0,03
5;88;0,03
5;89;0,03
5;90;0,03
5;91;0,03
5;92;0,03
5;93;0,03
5;94;0,03
5;95;0,03
5;96;0,03
5;97;0,03
5;98;0,03
5;99;0,03
5;100;0,03
5;101;0,03
5;102;0,03
5;103;0,03
5;104;0,03
5;105;0,03
5;106;0,03
5;107;0,03
5;108;0,03
5;109;0,03
5;110;0,03
5;111;0,03
5;112;0,03
5;113;0,03
5;114;0,03
5;115;0,03
5;116;0,03
5;117;0,03
5;118;0,03
5;119;0,03
5;120;0,03
5;121;0,03
5;122;0,03
5;123;0,03
5;124;0,03
5;125;0,03
5;126;0,03
5;127;0,03
5;128;0,03
5;129;0,03
5;130;0,03
5;131;0,03
5;132;0,03
5;133;0,03
5;134;0,03
5;135;0,03
5;136;0,03
5;137;0,03
5;138;0,03
5;139;0,03
5;140;0,03
5;141;0,03
5;142;0,03
5;143;0,03
5;144;0,03
5;145;0,03
5;146;0,03
5;147;0,03
5;148;0,03
5;149;0,03
5;150;0,03
6;0;0,03
6;1;0,03
6;2;0,03
6;3;0,03
6;4;0,03
6;5;0,03
6;6;0,03
6;7;0,03
6;8;0,03
6;9;0,03
6;10;0,03
6;11;0,03
6;12;0,03
6;13;0,03
6;14;0,03
6;15;0,03
6;16;0,03
6;17;0,03
6;18;0,03
6;19;0,03
6;20;0,03
6;21;0,03
6;22;0,03
6;23;0,03
6;24;0,03
6;25;0,03
6;26;0,03
6;27;0,03
6;28;0,03
6;29;0,03
6;30;0,03
6;31;0,03
6;32;0,03
6;33;0,03
6;34;0,03
6;35;0,03
6;36;0,03
6;37;0,03
6;38;0,03
6;39;0,03
6;40;0,03
6;41;0,03
6;42;0,03
6;43;0,03
6;44;0,03
6;45;0,03
6;46;0,03
6;47;0,03
6;48;0,03
6;49;0,03
6;50;0,03
6;51;0,03
6;52;0,03
6;53;0,03
6;54;0,03
6;55;0,03
6;56;0,03
6;57;0,03
6;58;0,03
6;59;0,03
6;60;0,03
6;61;0,03
6;62;0,03
6;63;0,03
6;64;0,03
6;65;0,03
6;66;0,03
6;67;0,03
6;68;0,03
6;69;0,03
6;70;0,03
6;71;0,03
6;72;0,03
6;73;0,03
6;74;0,03
6;75;0,03
6;76;0,03
6;77;0,03
6;78;0,03
6;79;0,03
6;80;0,03
6;81;0,03
6;82;0,03
6;83;0,03
6;84;0,03
6;85;0,03
6;86;0,03
6;87;0,03
6;88;0,03
6;89;0,03
6;90;0,03
6;91;0,03
6;92;0,03
6;93;0,03
6;94;0,03
6;95;0,03
6;96;0,03
6;97;0,03
6;98;0,03
6;99;0,03
6;100;0,03
6;101;0,03
6;102;0,03
6;103;0,03
6;104;0,03
6;105;0,03
6;106;0,03
6;107;0,03
6;108;0,03
6;109;0,03
6;110;0,03
6;111;0,03
6;112;0,03
6;113;0,03
6;114;0,03
6;115;0,03
6;116;0,03
6;117;0,03
6;118;0,03
6;119;0,03
6;120;0,03
6;121;0,03
6;122;0,03
6;123;0,03
6;124;0,03
6;125;0,03
6;126;0,03
6;127;0,03
6;128;0,03
6;129;0,03
6;130;0,03
6;131;0,03
6;132;0,03
6;133;0,03
6;134;0,03
6;135;0,03
6;136;0,03
6;137;0,03
6;138;0,03
6;139;0,03
6;140;0,03
6;141;0,03
6;142;0,03
6;143;0,03
6;144;0,03
6;145;0,03
6;146;0,03
6;147;0,03
6;148;0,03
6;149;0,03
6;150;0,03
7;0;0,03
7;1;0,03
7;2;0,03
7;3;0,03
7;4;0,03
7;5;0,03
7;6;0,03
7;7;0,03
7;8;0,03
7;9;0,03
7;10;0,03
7;11;0,03
7;12;0,03
7;13;0,03
7;14;0,03
7;15;0,03
7;16;0,03
7;17;0,03
7;18;0,03
7;19;0,03
7;20;0,03
7;21;0,03
7;22;0,03
7;23;0,03
7;24;0,03
7;25;0,03
7;26;0,03
7;27;0,03
7;28;0,03
7;29;0,03
7;30;0,03
7;31;0,03
7;32;0,03
7;33;0,03
7;34;0,03
7;35;0,03
7;36;0,03
7;37;0,03
7;38;0,03
7;39;0,03
7;40;0,03
7;41;0,03
7;42;0,03
7;43;0,03
7;44;0,03
7;45;0,03
7;46;0,03
7;47;0,03
7;48;0,03
7;49;0,03
7;50;0,03
7;51;0,03
7;52;0,03
7;53;0,03
7;54;0,03
7;55;0,03
7;56;0,03
7;57;0,03
7;58;0,03
7;59;0,03
7;60;0,03
7;61;0,03
7;62;0,03
7;63;0,03
7;64;0,03
7;65;0,03
7;66;0,03
7;67;0,03
7;68;0,03
7;69;0,03
7;70;0,03
7;71;0,03
7;72;0,03
7;73;0,03
7;74;0,03
7;75;0,03
7;76;0,03
7;77;0,03
7;78;0,03
7;79;0,03
7;80;0,03
7;81;0,03
7;82;0,03
7;83;0,03
7;84;0,03
7;85;0,03
7;86;0,03
7;87;0,03
7;88;0,03
7;89;0,03
7;90;0,03
7;91;0,03
7;92;0,03
7;93;0,03
7;94;0,03
7;95;0,03
7;96;0,03
7;97;0,03
7;98;0,03
7;99;0,03
7;100;0,03
7;101;0,03
7;102;0,03
7;103;0,03
7;104;0,03
7;105;0,03
7;106;0,03
7;107;0,03
7;108;0,03
7;109;0,03
7;110;0,03
7;111;0,03
7;112;0,03
7;113;0,03
7;114;0,03
7;115;0,03
7;116;0,03
7;117;0,03
7;118;0,03
7;119;0,03
7;120;0,03
7;121;0,03
7;122;0,03
7;123;0,03
7;124;0,03
7;125;0,03
7;126;0,03
7;127;0,03
7;128;0,03
7;129;0,03
7;130;0,03
7;131;0,03
7;132;0,03
7;133;0,03
7;134;0,03
7;135;0,03
7;136;0,03
7;137;0,03
7;138;0,03
7;139;0,03
7;140;0,03
7;141;0,03
7;142;0,03
7;143;0,03
7;144;0,03
7;145;0,03
7;146;0,03
7;147;0,03
7;148;0,03
7;149;0,03
7;150;0,03
8;0;0,03
8;1;0,03
8;2;0,03
8;3;0,03
8;4;0,03
8;5;0,03
8;6;0,03
8;7;0,03
8;8;0,03
8;9;0,03
8;10;0,03
8;11;0,03
8;12;0,03
8;13;0,03
8;14;0,03
8;15;0,03
8;16;0,03
8;17;0,03
8;18;0,03
8;19;0,03
8;20;0,03
8;21;0,03
8;22;0,03
8;23;0,03
8;24;0,03
8;25;0,03
8;26;0,03
8;27;0,03
8;28;0,03
8;29;0,03
8;30;0,03
8;31;0,03
8;32;0,03
8;33;0,03
8;34;0,03
8;35;0,03
8;36;0,03
8;37;0,03
8;38;0,03
8;39;0,03
8;40;0,03
8;41;0,03
8;42;0,03
8;43;0,03
8;44;0,03
8;45;0,03
8;46;0,03
8;47;0,03
8;48;0,03
8;49;0,03
8;50;0,03
8;51;0,03
8;52;0,03
8;53;0,03
8;54;0,03
8;55;0,03
8;56;0,03
8;57;0,03
8;58;0,03
8;59;0,03
8;60;0,03
8;61;0,03
8;62;0,03
8;63;0,03
8;64;0,03
8;65;0,03
8;66;0,03
8;67;0,03
8;68;0,03
8;69;0,03
8;70;0,03
8;71;0,03
8;72;0,03
8;73;0,03
8;74;0,03
8;75;0,03
8;76;0,03
8;77;0,03
8;78;0,03
8;79;0,03
8;80;0,03
8;81;0,03
8;82;0,03
8;83;0,03
8;84;0,03
8;85;0,03
8;86;0,03
8;87;0,03
8;88;0,03
8;89;0,03
8;90;0,03
8;91;0,03
8;92;0,03
8;93;0,03
8;94;0,03
8;95;0,03
8;96;0,03
8;97;0,03
8;98;0,03
8;99;0,03
8;100;0,03
8;101;0,03
8;102;0,03
8;103;0,03
8;104;0,03
8;105;0,03
8;106;0,03
8;107;0,03
8;108;0,03
8;109;0,03
8;110;0,03
8;111;0,03
8;112;0,03
8;113;0,03
8;114;0,03
8;115;0,03
8;116;0,03
8;117;0,03
8;118;0,03
8;119;0,03
8;120;0,03
8;121;0,03
8;122;0,03
8;123;0,03
8;124;0,03
8;125;0,03
8;126;0,03
8;127;0,03
8;128;0,03
8;129;0,03
8;130;0,03
8;131;0,03
8;132;0,03
8;133;0,03
8;134;0,03
8;135;0,03
8;136;0,03
8;137;0,03
8;138;0,03
8;139;0,03
8;140;0,03
8;141;0,03
8;142;0,03
8;143;0,03
8;144;0,03
8;145;0,03
8;146;0,03
8;147;0,03
8;148;0,03
8;149;0,03
8;150;0,03
9;0;0,03
9;1;0,03
9;2;0,03
9;3;0,03
9;4;0,03
9;5;0,03
9;6;0,03
9;7;0,03
9;8;0,03
9;9;0,03
9;10;0,03
9;11;0,03
9;12;0,03
9;13;0,03
9;14;0,03
9;15;0,03
9;16;0,03
9;17;0,03
9;18;0,03
9;19;0,03
9;20;0,03
9;21;0,03
9;22;0,03
9;23;0,03
9;24;0,03
9;25;0,03
9;26;0,03
9;27;0,03
9;28;0,03
9;29;0,03
9;30;0,03
9;31;0,03
9;32;0,03
9;33;0,03
9;34;0,03
9;35;0,03
9;36;0,03
9;37;0,03
9;38;0,03
9;39;0,03
9;40;0,03
9;41;0,03
9;42;0,03
9;43;0,03
9;44;0,03
9;45;0,03
9;46;0,03
9;47;0,03
9;48;0,03
9;49;0,03
9;50;0,03
9;51;0,03
9;52;0,03
9;53;0,03
9;54;0,03
9;55;0,03
9;56;0,03
9;57;0,03
9;58;0,03
9;59;0,03
9;60;0,03
9;61;0,03
9;62;0,03
9;63;0,03
9;64;0,03
9;65;0,03
9;66;0,03
9;67;0,03
9;68;0,03
9;69;0,03
9;70;0,03
9;71;0,03
9;72;0,03
9;73;0,03
9;74;0,03
9;75;0,03
9;76;0,03
9;77;0,03
9;78;0,03
9;79;0,03
9;80;0,03
9;81;0,03
9;82;0,03
9;83;0,03
9;84;0,03
9;85;0,03
9;86;0,03
9;87;0,03
9;88;0,03
9;89;0,03
9;90;0,03
9;91;0,03
9;92;0,03
9;93;0,03
9;94;0,03
9;95;0,03
9;96;0,03
9;97;0,03
9;98;0,03
9;99;0,03
9;100;0,03
9;101;0,03
9;102;0,03
9;103;0,03
9;104;0,03
9;105;0,03
9;106;0,03
9;107;0,03
9;108;0,03
9;109;0,03
9;110;0,03
9;111;0,03
9;112;0,03
9;113;0,03
9;114;0,03
9;115;0,03
9;116;0,03
9;117;0,03
9;118;0,03
9;119;0,03
9;120;0,03
9;121;0,03
9;122;0,03
9;123;0,03
9;124;0,03
9;125;0,03
9;126;0,03
9;127;0,03
9;128;0,03
9;129;0,03
9;130;0,03
9;131;0,03
9;132;0,03
9;133;0,03
9;134;0,03
9;135;0,03
9;136;0,03
9;137;0,03
9;138;0,03
9;139;0,03
9;140;0,03
9;141;0,03
9;142;0,03
9;143;0,03
9;144;0,03
9;145;0,03
9;146;0,03
9;147;0,03
9;148;0,03
9;149;0,03
9;150;0,03
10;0;0,03
10;1;0,03
10;2;0,03
10;3;0,03
10;4;0,03
10;5;0,03
10;6;0,03
10;7;0,03
10;8;0,03
10;9;0,03
10;10;0,03
10;11;0,03
10;12;0,03
10;13;0,03
10;14;0,03
10;15;0,03
10;16;0,03
10;17;0,03
10;18;0,03
10;19;0,03
10;20;0,03
10;21;0,03
10;22;0,03
10;23;0,03
10;24;0,03
10;25;0,03
10;26;0,03
10;27;0,03
10;28;0,03
10;29;0,03
10;30;0,03
10;31;0,03
10;32;0,03
10;33;0,03
10;34;0,03
10;35;0,03
10;36;0,03
10;37;0,03
10;38;0,03
10;39;0,03
10;40;0,03
10;41;0,03
10;42;0,03
10;43;0,03
10;44;0,03
10;45;0,03
10;46;0,03
10;47;0,03
10;48;0,03
10;49;0,03
10;50;0,03
10;51;0,03
10;52;0,03
10;53;0,03
10;54;0,03
10;55;0,03
10;56;0,03
10;57;0,03
10;58;0,03
10;59;0,03
10;60;0,03
10;61;0,03
10;62;0,03
10;63;0,03
10;64;0,03
10;65;0,03
10;66;0,03
10;67;0,03
10;68;0,03
10;69;0,03
10;70;0,03
10;71;0,03
10;72;0,03
10;73;0,03
10;74;0,03
10;75;0,03
10;76;0,03
10;77;0,03
10;78;0,03
10;79;0,03
10;80;0,03
10;81;0,03
10;82;0,03
10;83;0,03
10;84;0,03
10;85;0,03
10;86;0,03
10;87;0,03
10;88;0,03
10;89;0,03
10;90;0,03
10;91;0,03
10;92;0,03
10;93;0,03
10;94;0,03
10;95;0,03
10;96;0,03
10;97;0,03
10;98;0,03
10;99;0,03
10;100;0,03
10;101;0,03
10;102;0,03
10;103;0,03
10;104;0,03
10;105;0,03
10;106;0,03
10;107;0,03
10;108;0,03
10;109;0,03
10;110;0,03
10;111;0,03
10;112;0,03
10;113;0,03
10;114;0,03
10;115;0,03
10;116;0,03
10;117;0,03
10;118;0,03
10;119;0,03
10;120;0,03
10;121;0,03
10;122;0,03
10;123;0,03
10;124;0,03
10;125;0,03
10;126;0,03
10;127;0,03
10;128;0,03
10;129;0,03
10;130;0,03
10;131;0,03
10;132;0,03
10;133;0,03
10;134;0,03
10;135;0,03
10;136;0,03
10;137;0,03
10;138;0,03
10;139;0,03
10;140;0,03
10;141;0,03
10;142;0,03
10;143;0,03
10;144;0,03
10;145;0,03
10;146;0,03
10;147;0,03
10;148;0,03
10;149;0,03
10;150;0,03
